lang,created_at,id,edit_history_tweet_ids,entities,author_id,geo,text,context_annotations,withheld
en,2022-11-24T16:28:27.000Z,1595816628725260289,['1595816628725260289'],"{'urls': [{'start': 157, 'end': 180, 'url': 'https://t.co/LO55gfFG2I', 'expanded_url': 'https://www.instagram.com/p/ClWbPWvp0X9/?igshid=YTgzYjQ4ZTY=', 'display_url': 'instagram.com/p/ClWbPWvp0X9/…', 'status': 404, 'unwound_url': 'https://www.instagram.com/p/ClWbPWvp0X9/?igshid=YTgzYjQ4ZTY='}], 'annotations': [{'start': 140, 'end': 147, 'probability': 0.6339, 'type': 'Place', 'normalized_text': 'Portland'}, {'start': 150, 'end': 155, 'probability': 0.9293, 'type': 'Place', 'normalized_text': 'Oregon'}], 'mentions': [{'start': 18, 'end': 29, 'username': 'hoopsource', 'id': '20029022'}], 'hashtags': [{'start': 103, 'end': 114, 'tag': 'hoopsource'}, {'start': 115, 'end': 126, 'tag': 'basketball'}, {'start': 127, 'end': 137, 'tag': 'community'}]}",596739129,{'place_id': 'ac88a4f17a51c7fc'},"From all of us at @hoopsource 🏀🏀
We wish you a Happy Thanksgiving and a safe and blessed weekend 
🦃🦃🦃

#hoopsource #basketball #community @ Portland, Oregon https://t.co/LO55gfFG2I","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '1010254568087670785', 'name': 'Oregon', 'description': 'Oregon'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}]",
en,2022-11-24T03:43:23.000Z,1595624090630782976,['1595624090630782976'],"{'annotations': [{'start': 80, 'end': 91, 'probability': 0.9346, 'type': 'Organization', 'normalized_text': 'Northwestern'}]}",293395068,{'place_id': 'ac88a4f17a51c7fc'},"Hold the #13 team in the country to 43 points on 26% shooting, lose anyway. The Northwestern basketball experience.","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000583723', 'name': 'College Basketball', 'description': ""Men's college basketball action.""}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1584749565277663233', 'name': 'Tigers at Wildcats'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706095546360958978', 'name': 'Big Ten'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706095585175035904', 'name': ""NCAA Men's Basketball""}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706095591160311808', 'name': 'Southeastern'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706095675713261568', 'name': 'NCAA Division I'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1584749565277663233', 'name': 'Tigers at Wildcats'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1584749565277663233', 'name': 'Tigers at Wildcats'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}]",
en,2022-11-24T00:46:02.000Z,1595579461642354689,['1595579461642354689'],"{'annotations': [{'start': 0, 'end': 3, 'probability': 0.4834, 'type': 'Other', 'normalized_text': 'Cavs'}, {'start': 54, 'end': 60, 'probability': 0.6576, 'type': 'Other', 'normalized_text': 'RIPCITY'}], 'hashtags': [{'start': 53, 'end': 61, 'tag': 'RIPCITY'}]}",55133740,{'place_id': 'ac88a4f17a51c7fc'},Cavs about to run us out the gym smh I can feel it.  #RIPCITY,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1565129199576199169', 'name': 'Trail Blazers at Cavaliers'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083863278137344', 'name': 'Portland Trail Blazers'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083865589198850', 'name': 'Cleveland Cavaliers'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1565129199576199169', 'name': 'Trail Blazers at Cavaliers'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1565129199576199169', 'name': 'Trail Blazers at Cavaliers'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '706083863278137344', 'name': 'Portland Trail Blazers'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '706083865589198850', 'name': 'Cleveland Cavaliers'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '162', 'name': 'Exercise & fitness', 'description': 'for types of exercises& fitness and moves, e.g., yoga, crunches, squats '}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}]",
en,2022-11-23T22:51:24.000Z,1595550612715962370,['1595550612715962370'],"{'annotations': [{'start': 65, 'end': 81, 'probability': 0.6688, 'type': 'Other', 'normalized_text': 'Cape Arundel Golf'}]}",414088618,{'place_id': '34b5e468ea4e8110'},Happy Thanksgiving 🦃 to all of our family and friends that enjoy Cape Arundel Golf Club⛳️🏌️‍♂️,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847901642087211009', 'name': 'Golf', 'description': 'Golf'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}]",
en,2022-11-23T14:34:20.000Z,1595425520732495872,['1595425520732495872'],,818340,{'place_id': 'ac88a4f17a51c7fc'},"My father has emailed me his newest tips for better bowling, and I have emailed my niece a favorite productivity tip I was just reminded of. The sun may now come up for another morning, the cycle continues.","[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1289190614207049728', 'name': 'Productivity'}}]",
en,2022-11-23T12:45:12.000Z,1595398055741759488,['1595398055741759488'],"{'annotations': [{'start': 17, 'end': 19, 'probability': 0.5378, 'type': 'Other', 'normalized_text': 'Eve'}]}",17842324,{'place_id': '34b5e468ea4e8110'},"WFH Thanksgiving Eve, but still need that blood flow to start the day. Very quiet walk. No school, few commuters.","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1289175819927949315', 'name': 'Work from home'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}]",
en,2022-11-23T00:00:05.000Z,1595205507031379968,['1595205507031379968'],,380412301,{'place_id': 'ac88a4f17a51c7fc'},football coaches be havin the CRAZIEST analogies lmao,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}]",
en,2022-11-22T22:38:46.000Z,1595185044527910913,['1595185044527910913'],,935942012,{'place_id': 'ac88a4f17a51c7fc'},Run up or shutup Fr,,
en,2022-11-22T21:50:02.000Z,1595172780013912064,['1595172780013912064'],"{'annotations': [{'start': 33, 'end': 44, 'probability': 0.3775, 'type': 'Other', 'normalized_text': 'SW VISTA AVE'}, {'start': 48, 'end': 60, 'probability': 0.4419, 'type': 'Place', 'normalized_text': 'SW ALTA VISTA'}, {'start': 72, 'end': 86, 'probability': 0.7112, 'type': 'Place', 'normalized_text': 'Portland Police'}], 'hashtags': [{'start': 88, 'end': 102, 'tag': 'PP22000311448'}, {'start': 110, 'end': 117, 'tag': 'pdx911'}]}",1602852614,{'place_id': 'ac88a4f17a51c7fc'},"ACCIDENT - HIT AND RUN - COLD at SW VISTA AVE / SW ALTA VISTA PL, PORT [Portland Police #PP22000311448] 10:02 #pdx911",,
en,2022-11-22T19:24:20.000Z,1595136113819414528,['1595136113819414528'],"{'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/nakNAufjMC', 'expanded_url': 'https://boxoffice.mandolin.com/products/fruition-trio-from-city-winery-boston-livestream-ticket', 'display_url': 'boxoffice.mandolin.com/products/fruit…', 'unwound_url': 'https://boxoffice.mandolin.com/products/fruition-trio-from-city-winery-boston-livestream-ticket'}], 'mentions': [{'start': 40, 'end': 54, 'username': 'CityWineryBOS', 'id': '412623946'}]}",36265748,{'place_id': 'ac88a4f17a51c7fc'},"If you missed our live stream on Sunday @CityWineryBOS, or want to run it back, you can still enjoy it through the end of today! https://t.co/nakNAufjMC",,
en,2022-11-22T18:02:38.000Z,1595115555723579393,['1595115555723579393'],"{'urls': [{'start': 188, 'end': 211, 'url': 'https://t.co/bHJrklPgrB', 'expanded_url': 'https://twitter.com/manicExpressive/status/1595115555723579393/video/1', 'display_url': 'pic.twitter.com/bHJrklPgrB', 'media_key': '7_1595115448953352193'}], 'annotations': [{'start': 171, 'end': 185, 'probability': 0.9587, 'type': 'Other', 'normalized_text': 'The Witcher III'}]}",109023,{'place_id': 'ac88a4f17a51c7fc'},"I am playing a video game and my character just asked someone advocating against the powerful if he was going to run for city council. 

(Movie trailer level spoilers for The Witcher III) https://t.co/bHJrklPgrB","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games - Entertainment'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1424793765089202195', 'name': 'The Witcher: Nightmare of the Wolf', 'description': 'The film is scheduled to premiere on August 23, 2021 by Netflix.'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045544169', 'name': 'The Witcher', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10045544169', 'name': 'The Witcher', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074757527995277313', 'name': 'Entertainment franchises'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1333475632651538432', 'name': 'Movie & TV trailers'}}]",
en,2022-11-22T16:51:05.000Z,1595097549224181762,['1595097549224181762'],,1676833489,{'place_id': 'ac88a4f17a51c7fc'},I am a noob when it comes to running with a headlight,,
en,2022-11-22T09:59:52.000Z,1594994060686938113,['1594994060686938113'],"{'annotations': [{'start': 23, 'end': 37, 'probability': 0.7224, 'type': 'Place', 'normalized_text': 'Burnside bridge'}]}",1519847476760498176,{'place_id': 'ac88a4f17a51c7fc'},I love pissing off the Burnside bridge when I’m walking home from the strip club 😆😆,,
en,2022-11-22T09:10:34.000Z,1594981653226876929,['1594981653226876929'],,130358611,{'place_id': 'ac88a4f17a51c7fc'},What a good day all around. Football was great and got thanksgiving stuff fun fun,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}]",
en,2022-11-22T01:02:02.000Z,1594858711717404672,['1594858711717404672'],"{'annotations': [{'start': 57, 'end': 71, 'probability': 0.6858, 'type': 'Place', 'normalized_text': 'Portland Police'}], 'hashtags': [{'start': 73, 'end': 87, 'tag': 'PP22000310795'}, {'start': 95, 'end': 102, 'tag': 'pdx911'}]}",1602852614,{'place_id': 'ac88a4f17a51c7fc'},"ACCIDENT - HIT AND RUN - COLD at 2300 NE 24TH AVE, PORT [Portland Police #PP22000310795] 16:35 #pdx911",,
en,2022-11-21T21:03:09.000Z,1594798592602021903,['1594798592602021903'],"{'annotations': [{'start': 23, 'end': 27, 'probability': 0.4738, 'type': 'Person', 'normalized_text': 'wales'}], 'hashtags': [{'start': 94, 'end': 100, 'tag': '10ply'}]}",1950159571,{'place_id': '34b5e468ea4e8110'},That was so beat. Also wales might be the biggest team of pussies I’ve seen in sports history #10ply,,
en,2022-11-21T17:09:14.000Z,1594739727349190656,['1594739727349190656'],"{'mentions': [{'start': 87, 'end': 98, 'username': 'ITA_Tennis', 'id': '22777016'}, {'start': 114, 'end': 127, 'username': 'BoxerWTennis', 'id': '967333842343178240'}], 'hashtags': [{'start': 101, 'end': 110, 'tag': 'GoBoxers'}], 'urls': [{'start': 128, 'end': 151, 'url': 'https://t.co/0uGej1Dbbi', 'expanded_url': 'https://twitter.com/goboxers/status/1594739727349190656/photo/1', 'display_url': 'pic.twitter.com/0uGej1Dbbi', 'media_key': '3_1594739715978457088'}, {'start': 128, 'end': 151, 'url': 'https://t.co/0uGej1Dbbi', 'expanded_url': 'https://twitter.com/goboxers/status/1594739727349190656/photo/1', 'display_url': 'pic.twitter.com/0uGej1Dbbi', 'media_key': '3_1594739715978461184'}], 'annotations': [{'start': 23, 'end': 29, 'probability': 0.5776, 'type': 'Person', 'normalized_text': 'Cassidy'}, {'start': 35, 'end': 47, 'probability': 0.5478, 'type': 'Other', 'normalized_text': 'Sydnie Binder'}]}",58614987,{'place_id': 'ac88a4f17a51c7fc'},"𝙏𝙝𝙚 𝘽𝙧𝙞𝙡𝙡𝙞𝙖𝙣𝙩 𝘽𝙞𝙣𝙙𝙚𝙧𝙨

Cassidy and Sydnie Binder receive superb national rankings from @ITA_Tennis!

#GoBoxers // @BoxerWTennis https://t.co/0uGej1Dbbi",,
en,2022-11-21T16:00:33.000Z,1594722442865676288,['1594722442865676288'],"{'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/SyaLDHis84', 'expanded_url': 'http://dlvr.it/Sd7XtQ', 'display_url': 'dlvr.it/Sd7XtQ', 'status': 200, 'unwound_url': 'https://andhra-pradesh.20govt.com/jntu-anantapur-recruitment-vacancy-jobs/?utm_source=dlvr.it&utm_medium=twitter'}, {'start': 112, 'end': 135, 'url': 'https://t.co/OX8ma9OoYY', 'expanded_url': 'https://twitter.com/InityJobs/status/1594722442865676288/photo/1', 'display_url': 'pic.twitter.com/OX8ma9OoYY', 'media_key': '3_1594722441171173376'}], 'annotations': [{'start': 7, 'end': 17, 'probability': 0.432, 'type': 'Organization', 'normalized_text': 'Andhra Jobs'}, {'start': 20, 'end': 23, 'probability': 0.6374, 'type': 'Organization', 'normalized_text': 'JNTU'}, {'start': 25, 'end': 33, 'probability': 0.4936, 'type': 'Place', 'normalized_text': 'Anantapur'}]}",1021306920,{'place_id': 'ac88a4f17a51c7fc'},Latest Andhra Jobs- JNTU Anantapur Recruitment 2022 — Walk in For Faculty Job Vacancies https://t.co/SyaLDHis84 https://t.co/OX8ma9OoYY,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}]",
en,2022-11-21T05:10:02.000Z,1594558733346287616,['1594558733346287616'],"{'hashtags': [{'start': 90, 'end': 104, 'tag': 'PP22000310142'}, {'start': 112, 'end': 119, 'tag': 'pdx911'}], 'annotations': [{'start': 74, 'end': 88, 'probability': 0.49, 'type': 'Place', 'normalized_text': 'Portland Police'}]}",1602852614,{'place_id': 'ac88a4f17a51c7fc'},"ACCIDENT - HIT &amp; RUN - PRIORITY at NE GLISAN ST / NE 108TH AVE, PORT [Portland Police #PP22000310142] 20:26 #pdx911",,
en,2022-11-21T05:08:20.000Z,1594558309042126848,['1594558309042126848'],"{'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/f1oDYd3TpM', 'expanded_url': 'https://twitter.com/PortlandMSOC/status/1594558309042126848/photo/1', 'display_url': 'pic.twitter.com/f1oDYd3TpM', 'media_key': '3_1594558304684232704'}]}",2670641720,{'place_id': 'ac88a4f17a51c7fc'},STILL DANCING 🕺🏻✅ https://t.co/f1oDYd3TpM,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}]",
en,2022-11-21T04:55:46.000Z,1594555145190539265,['1594555145190539265'],"{'mentions': [{'start': 83, 'end': 95, 'username': 'bikeloudpdx', 'id': '2761244552'}, {'start': 240, 'end': 252, 'username': 'amitzilight', 'id': '4774431558'}], 'hashtags': [{'start': 253, 'end': 264, 'tag': 'pdxtraffic'}, {'start': 265, 'end': 275, 'tag': 'pdxalerts'}], 'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/vbwImO8ZYV', 'expanded_url': 'https://twitter.com/BikePortland/status/1594555145190539265/video/1', 'display_url': 'pic.twitter.com/vbwImO8ZYV', 'media_key': '7_1594555010867949570'}], 'annotations': [{'start': 103, 'end': 114, 'probability': 0.7492, 'type': 'Person', 'normalized_text': 'Mark Linehan'}, {'start': 206, 'end': 209, 'probability': 0.5388, 'type': 'Person', 'normalized_text': 'Mark'}]}",8073492,{'place_id': 'ac88a4f17a51c7fc'},"CW: On bike ride to World Day of Remembrance for Road Traffic Victims event today, @bikeloudpdx member Mark Linehan was hit by van driver who ran a red light on SE Division/119th. A hit-and-run. Thankfully Mark is not srsly hurt. Video via @amitzilight #pdxtraffic #pdxalerts https://t.co/vbwImO8ZYV","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696420500541440', 'name': 'Automotive, Aircraft & Boat Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1037076073719025664', 'name': 'Traffic', 'description': 'Traffic'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1254885491595309056', 'name': 'Oregon'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1262736024091807744', 'name': 'Portland'}}, {'domain': {'id': '171', 'name': 'Local News', 'description': 'For local-level news entities'}, 'entity': {'id': '1254885491595309056', 'name': 'Oregon'}}, {'domain': {'id': '171', 'name': 'Local News', 'description': 'For local-level news entities'}, 'entity': {'id': '1262736024091807744', 'name': 'Portland'}}]",
en,2022-11-21T03:03:19.000Z,1594526844602454017,['1594526844602454017'],"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/lBI0xVpnht', 'expanded_url': 'https://www.instagram.com/p/ClNQttCLUbXh5zNxPfcDoTx_6S53pUepbN-sL40/?igshid=YTgzYjQ4ZTY=', 'display_url': 'instagram.com/p/ClNQttCLUbXh…', 'status': 404, 'unwound_url': 'https://www.instagram.com/p/ClNQttCLUbXh5zNxPfcDoTx_6S53pUepbN-sL40/?igshid=YTgzYjQ4ZTY='}], 'annotations': [{'start': 22, 'end': 46, 'probability': 0.6416, 'type': 'Other', 'normalized_text': 'Delta Park Sports Complex'}]}",340111956,{'place_id': 'ac88a4f17a51c7fc'},Just posted a photo @ Delta Park Sports Complex https://t.co/lBI0xVpnht,,
